基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33127_120750131,81,四川,0831,宜宾,0.0,22,0,21,20180221
460_01_33140_223151410,81,四川,0818,达州,0.1,10,1,09,20180221
460_01_45715_123537714,81,四川,0832,内江,0.0,36,0,19,20180221
460_01_45717_123590449,81,四川,0832,内江,0.0,72,0,21,20180221
460_01_45717_123561265,81,四川,0832,内江,0.0,26,0,19,20180221
460_01_33209_123772704,81,四川,0839,广元,0.0714,14,1,16,20180221
460_01_33167_122243379,81,四川,0830,泸州,0.0,21,0,16,20180221
460_01_33201_123533618,81,四川,0832,内江,0.0,25,0,15,20180221
460_01_33107_120381217,81,四川,0816,绵阳,0.0,14,0,23,20180221
460_01_33126_120602932,81,四川,0831,宜宾,0.0,15,0,20,20180221
460_01_33166_122045491,81,四川,0830,泸州,0.0,10,0,20,20180221
460_01_33211_123744800,81,四川,0839,广元,0.0,8,0,20,20180221
460_01_33237_124847135,81,四川,0826,广安,0.0275,109,3,16,20180221
460_01_33257_86017619,81,四川,0837,阿坝藏族羌族自治州,0.0,10,0,22,20180221
460_01_33274_123179826,81,四川,0813,自贡,0.0,91,0,09,20180221
460_01_45685_122188081,81,四川,0830,泸州,0.0,7,0,14,20180221
460_01_45731_124109599,81,四川,0812,攀枝花,0.0,29,0,19,20180221
460_01_33264_125692447,81,四川,0836,甘孜藏族自治州,0.0,5,0,13,20180221
460_01_33130_121038897,81,四川,0831,宜宾,0.0526,19,1,16,20180221
460_01_33146_121436704,81,四川,0818,达州,0.0,45,0,20,20180221
460_01_33186_223323424,81,四川,028,资阳,0.0,42,0,17,20180221
460_01_33192_122692127,81,四川,028,成都,0.0,10,0,15,20180221
460_01_33218_124078625,81,四川,0812,攀枝花,0.0,8,0,23,20180221
460_01_33222_124424737,81,四川,0827,巴中,0.0,46,0,15,20180221
460_01_33041_117826081,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33124_223033138,81,四川,0831,宜宾,0.0244,41,1,18,20180221
460_01_33128_120807986,81,四川,0831,宜宾,0.0,8,0,18,20180221
460_01_33141_121180209,81,四川,0818,达州,0.02,50,1,23,20180221
460_01_33192_122797600,81,四川,028,成都,0.0,27,0,23,20180221
460_01_33232_124521504,81,四川,028,眉山,0.0,12,0,13,20180221
460_01_33245_125179168,81,四川,0825,遂宁,0.0625,16,1,11,20180221
460_01_33249_89115168,81,四川,0825,遂宁,0.0,46,0,12,20180221
460_01_33175_122306335,81,四川,0838,德阳,0.0,5,0,18,20180221
460_01_33202_123463217,81,四川,0832,内江,0.0,23,0,23,20180221
460_01_33245_125274144,81,四川,0825,遂宁,0.0,12,0,21,20180221
460_01_33263_125678880,81,四川,0836,甘孜藏族自治州,0.3333,9,1,14,20180221
460_01_33053_117799457,81,四川,028,成都,0.0,8,0,21,20180221
460_01_33166_122214194,81,四川,0830,泸州,0.0,23,0,09,20180221
460_01_33177_122377247,81,四川,0838,德阳,0.0,14,0,20,20180221
460_01_33213_123735327,81,四川,0839,广元,0.1111,9,1,16,20180221
460_01_33237_124931871,81,四川,0826,广安,0.0267,75,2,10,20180221
460_01_33076_119057696,81,四川,028,成都,0.0952,21,1,16,20180221
460_01_33088_119822624,81,四川,0817,南充,0.0,11,0,16,20180221
460_01_33089_119872031,81,四川,0817,南充,0.0,17,0,11,20180221
460_01_33091_119930145,81,四川,0817,南充,0.0,20,0,16,20180221
460_01_33208_123787551,81,四川,0839,广元,0.0,38,0,15,20180221
460_01_33220_124327455,81,四川,0827,巴中,0.0,7,0,22,20180221
460_01_33248_125248546,81,四川,0825,遂宁,0.0,5,0,13,20180221
460_01_33071_117700896,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33088_119577889,81,四川,0817,南充,0.0704,71,2,11,20180221
460_01_33134_120838195,81,四川,0831,宜宾,0.0154,65,1,17,20180221
460_01_33151_121881893,81,四川,0833,乐山,0.3333,9,2,12,20180221
460_01_33181_122556960,81,四川,0838,德阳,0.0,8,0,13,20180221
460_01_33233_124895521,81,四川,0826,广安,0.0,6,0,20,20180221
460_01_33234_124821281,81,四川,0826,广安,0.029,69,2,21,20180221
460_01_33236_124850208,81,四川,0826,广安,0.0,36,0,21,20180221
460_01_33091_119892256,81,四川,0817,南充,0.08,25,1,22,20180221
460_01_33092_119562273,81,四川,0817,南充,0.0,27,0,21,20180221
460_01_33221_124294689,81,四川,0827,巴中,0.0,39,0,17,20180221
460_01_33233_124732703,81,四川,0826,广安,0.0,56,0,16,20180221
460_01_33140_121234225,81,四川,0818,达州,0.0,37,0,21,20180221
460_01_33146_121440799,81,四川,0818,达州,0.0,34,0,20,20180221
460_01_33165_121962291,81,四川,0830,泸州,0.0,11,0,22,20180221
460_01_33166_121966386,81,四川,0830,泸州,0.0,17,0,16,20180221
460_01_33191_122884895,81,四川,028,成都,0.0,38,0,16,20180221
460_01_33202_123485491,81,四川,0832,内江,0.0,5,0,22,20180221
460_01_33216_124171296,81,四川,0812,攀枝花,0.0,13,0,16,20180221
460_01_33222_124326944,81,四川,0827,巴中,0.0385,26,1,19,20180221
460_01_33233_223654945,81,四川,0826,广安,0.0588,17,1,13,20180221
460_01_33237_124931873,81,四川,0826,广安,0.0,36,0,14,20180221
460_01_33246_125288992,81,四川,0825,遂宁,0.0156,64,1,00,20180221
460_01_33251_125523745,81,四川,0834,凉山彝族自治州,0.0,39,0,12,20180221
460_01_33034_244492575,81,四川,028,成都,0.0,16,0,23,20180221
460_01_33140_121237041,81,四川,0818,达州,0.0,11,0,12,20180221
460_01_33140_121257760,81,四川,0818,达州,0.0072,139,1,11,20180221
460_01_33147_223060785,81,四川,0818,达州,0.037,27,1,14,20180221
460_01_33150_121287967,81,四川,0818,达州,0.0,26,0,12,20180221
460_01_33218_124136735,81,四川,0812,攀枝花,0.0,17,0,23,20180221
460_01_33141_86983169,81,四川,0818,达州,0.0,23,0,19,20180221
460_01_33141_86999636,81,四川,0818,达州,0.0526,19,1,21,20180221
460_01_33147_223109151,81,四川,0818,达州,0.0345,29,1,16,20180221
460_01_33212_123779617,81,四川,0839,广元,0.0,31,0,09,20180221
460_01_33220_124409887,81,四川,0827,巴中,0.1429,28,1,16,20180221
460_01_33233_124760864,81,四川,0826,广安,0.0,22,0,19,20180221
460_01_33237_124935201,81,四川,0826,广安,0.0244,82,2,20,20180221
460_01_33252_125527071,81,四川,0834,凉山彝族自治州,0.0,19,0,13,20180221
460_01_33027_117511455,81,四川,028,成都,0.0435,23,1,00,20180221
460_01_45746_124808992,81,四川,0826,广安,0.05,20,1,04,20180221
460_01_33028_117491745,81,四川,028,成都,0.0,16,0,00,20180221
460_01_33043_118154527,81,四川,028,成都,0.0,13,0,16,20180221
460_01_33109_83989921,81,四川,0816,绵阳,0.1667,6,1,18,20180221
460_01_33148_121323315,81,四川,0818,达州,0.0,20,0,20,20180221
460_01_33236_124867361,81,四川,0826,广安,0.0,5,0,22,20180221
460_01_33239_124947489,81,四川,0835,雅安,0.0,8,0,16,20180221
460_01_33046_222508545,81,四川,028,成都,0.0,7,0,12,20180221
460_01_33088_222730271,81,四川,0817,南充,0.0,12,0,12,20180221
460_01_33089_87059489,81,四川,0817,南充,0.2,5,1,20,20180221
460_01_33091_119925024,81,四川,0817,南充,0.0137,73,1,23,20180221
460_01_33181_122561311,81,四川,0838,德阳,0.0,6,0,15,20180221
460_01_33189_122895137,81,四川,028,资阳,0.0,60,0,17,20180221
460_01_33192_122760992,81,四川,028,成都,0.0,10,0,20,20180221
460_01_33202_123478578,81,四川,0832,内江,0.0,5,0,12,20180221
460_01_33233_223714847,81,四川,0826,广安,0.0164,61,1,12,20180221
460_01_33240_125101089,81,四川,0835,雅安,0.0,6,0,09,20180221
460_01_33245_223857440,81,四川,0825,遂宁,0.0323,31,1,23,20180221
460_01_33252_223996447,81,四川,0834,凉山彝族自治州,0.0,16,0,21,20180221
460_01_45715_123521329,81,四川,0832,内江,0.5,8,1,14,20180221
460_01_33031_244321571,81,四川,028,成都,0.0,10,0,14,20180221
460_01_33035_117565217,81,四川,028,成都,0.0,7,0,00,20180221
460_01_33042_117761313,81,四川,028,成都,0.0909,11,1,23,20180221
460_01_33061_117845792,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33112_84931363,81,四川,0816,绵阳,0.0,26,0,22,20180221
460_01_33141_223161649,81,四川,0818,达州,0.0,55,0,20,20180221
460_01_33147_223109153,81,四川,0818,达州,0.023,87,2,16,20180221
460_01_33150_223126817,81,四川,0818,达州,0.0,12,0,21,20180221
460_01_33166_122212147,81,四川,0830,泸州,0.0,57,0,13,20180221
460_01_33220_124271137,81,四川,0827,巴中,0.0,30,0,16,20180221
460_01_33246_125214239,81,四川,0825,遂宁,0.0,5,0,22,20180221
460_01_45731_124048928,81,四川,0812,攀枝花,0.0,25,0,01,20180221
460_01_45731_124115743,81,四川,0812,攀枝花,0.0417,24,1,23,20180221
460_01_33104_120337439,81,四川,0816,绵阳,0.0,11,0,20,20180221
460_01_33124_93425538,81,四川,0831,宜宾,0.0,9,0,10,20180221
460_01_33148_121304115,81,四川,0818,达州,0.0317,63,2,12,20180221
460_01_33182_122589471,81,四川,0838,德阳,0.0,7,0,15,20180221
460_01_33233_124741667,81,四川,0826,广安,0.0,90,0,16,20180221
460_01_33276_123294771,81,四川,0813,自贡,0.0,13,0,16,20180221
460_01_45757_89113633,81,四川,0825,遂宁,0.0,5,0,16,20180221
460_01_33237_124861471,81,四川,0826,广安,0.0,11,0,12,20180221
460_01_45717_123554865,81,四川,0832,内江,0.125,16,2,10,20180221
460_01_45731_124073249,81,四川,0812,攀枝花,0.0182,55,1,17,20180221
460_01_45797_224146464,81,四川,0837,阿坝藏族羌族自治州,0.0,11,0,15,20180221
460_01_45686_122139699,81,四川,0830,泸州,0.0,37,0,23,20180221
460_01_33088_119598881,81,四川,0817,南充,0.0145,69,1,22,20180221
460_01_33186_122765343,81,四川,028,资阳,0.0,49,0,10,20180221
460_01_33246_125254945,81,四川,0825,遂宁,0.0,10,0,14,20180221
460_01_33277_123201587,81,四川,0813,自贡,0.0,5,0,09,20180221
460_01_45746_88539493,81,四川,0826,广安,0.05,20,1,16,20180221
460_01_45717_123609906,81,四川,0832,内江,0.0,7,0,10,20180221
460_01_33033_117654048,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33134_120816947,81,四川,0831,宜宾,0.0,48,0,16,20180221
460_01_33153_121588767,81,四川,0833,乐山,0.0,44,0,08,20180221
460_01_33227_124562721,81,四川,028,眉山,0.0,29,0,18,20180221
460_01_33233_124739616,81,四川,0826,广安,0.0,5,0,22,20180221
460_01_33252_224000543,81,四川,0834,凉山彝族自治州,0.0625,16,1,02,20180221
460_01_33046_245435681,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33049_245507842,81,四川,028,成都,0.0,8,0,16,20180221
460_01_33052_245697793,81,四川,028,成都,0.0,5,0,12,20180221
460_01_33095_120004383,81,四川,0817,南充,0.0294,34,1,15,20180221
460_01_33088_222736161,81,四川,0817,南充,0.0,46,0,00,20180221
460_01_33153_121843231,81,四川,0833,乐山,0.0,74,0,13,20180221
460_01_33176_122427425,81,四川,0838,德阳,0.0,6,0,22,20180221
460_01_45746_124812831,81,四川,0826,广安,0.0,112,0,12,20180221
460_01_33107_120318241,81,四川,0816,绵阳,0.0,23,0,18,20180221
460_01_45804_224133409,81,四川,0837,阿坝藏族羌族自治州,0.0,39,0,17,20180221
460_01_33090_119695391,81,四川,0817,南充,0.0,6,0,14,20180221
460_01_33125_120748851,81,四川,0831,宜宾,0.0,66,0,16,20180221
460_01_45715_123542321,81,四川,0832,内江,0.0,8,0,14,20180221
460_01_33040_118838559,81,四川,028,成都,0.1429,7,1,11,20180221
460_01_33130_120984626,81,四川,0831,宜宾,0.0,9,0,23,20180221
460_01_33130_120996147,81,四川,0831,宜宾,0.0,119,0,21,20180221
460_01_33140_121259551,81,四川,0818,达州,0.05,20,1,02,20180221
460_01_33142_121268769,81,四川,0818,达州,0.0,11,0,09,20180221
460_01_33146_121368865,81,四川,0818,达州,0.0,72,0,14,20180221
460_01_33147_223064371,81,四川,0818,达州,0.2,10,1,08,20180221
460_01_33033_117514788,81,四川,028,成都,0.0,8,0,19,20180221
460_01_33036_117617953,81,四川,028,成都,0.0,16,0,20,20180221
460_01_33052_118321183,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33088_119590177,81,四川,0817,南充,0.0789,38,1,21,20180221
460_01_33109_120185375,81,四川,0816,绵阳,0.0,15,0,23,20180221
460_01_33128_120793139,81,四川,0831,宜宾,0.0,16,0,23,20180221
460_01_33147_121324339,81,四川,0818,达州,0.0,9,0,19,20180221
460_01_33151_121523489,81,四川,0833,乐山,0.0,9,0,21,20180221
460_01_33167_122241585,81,四川,0830,泸州,0.0769,13,1,16,20180221
460_01_33186_122706463,81,四川,028,资阳,0.0,20,0,16,20180221
460_01_45715_123578418,81,四川,0832,内江,0.0,54,0,16,20180221
460_01_33113_120537119,81,四川,0816,绵阳,0.0,9,0,14,20180221
460_01_33180_122291743,81,四川,0838,德阳,0.0625,16,1,19,20180221
460_01_33208_123759907,81,四川,0839,广元,0.0,21,0,21,20180221
460_01_33222_124345887,81,四川,0827,巴中,0.0,39,0,23,20180221
460_01_33264_125690657,81,四川,0836,甘孜藏族自治州,0.0,28,0,23,20180221
460_01_33276_123331634,81,四川,0813,自贡,0.0,14,0,23,20180221
460_01_33147_121338930,81,四川,0818,达州,0.0,7,0,20,20180221
460_01_33154_121882144,81,四川,0833,乐山,0.0,9,0,23,20180221
460_01_33273_123254323,81,四川,0813,自贡,0.0,7,0,18,20180221
460_01_45684_122127922,81,四川,0830,泸州,0.0,13,0,15,20180221
460_01_33212_123903776,81,四川,0839,广元,0.0,20,0,08,20180221
460_01_33227_124466720,81,四川,028,眉山,0.0,24,0,17,20180221
460_01_33228_124549151,81,四川,028,眉山,0.0,6,0,20,20180221
460_01_33233_124721184,81,四川,0826,广安,0.0,14,0,10,20180221
460_01_33088_222758689,81,四川,0817,南充,0.0,5,0,14,20180221
460_01_33109_120212511,81,四川,0816,绵阳,0.0147,68,1,18,20180221
460_01_33126_93419650,81,四川,0831,宜宾,0.0,7,0,20,20180221
460_01_33147_121360417,81,四川,0818,达州,0.0588,34,1,14,20180221
460_01_33187_223352865,81,四川,028,资阳,0.0,21,0,21,20180221
460_01_33045_117909280,81,四川,028,成都,0.0,42,0,16,20180221
460_01_33190_122971167,81,四川,028,资阳,0.0,43,0,16,20180221
460_01_33140_121242143,81,四川,0818,达州,0.0465,43,2,11,20180221
460_01_33186_122707231,81,四川,028,资阳,0.0,6,0,22,20180221
460_01_33192_122763807,81,四川,028,成都,0.0,88,0,18,20180221
460_01_33197_123022643,81,四川,0813,自贡,0.0,28,0,23,20180221
460_01_33148_223072305,81,四川,0818,达州,0.0,29,0,20,20180221
460_01_33220_124317728,81,四川,0827,巴中,0.1111,18,2,19,20180221
460_01_45796_125797409,81,四川,0837,阿坝藏族羌族自治州,0.1,10,1,16,20180221
460_01_45757_125313055,81,四川,0825,遂宁,0.0313,32,1,17,20180221
460_01_33236_124902431,81,四川,0826,广安,0.0,8,0,18,20180221
460_01_33031_244464133,81,四川,028,成都,0.0,20,0,19,20180221
460_01_33107_120115233,81,四川,0816,绵阳,0.0,7,0,18,20180221
460_01_33132_120784435,81,四川,0831,宜宾,0.0,19,0,23,20180221
460_01_33149_121132084,81,四川,0818,达州,0.0,7,0,23,20180221
460_01_33233_124783137,81,四川,0826,广安,0.0192,52,1,20,20180221
460_01_33273_123065651,81,四川,0813,自贡,0.0,6,0,13,20180221
460_01_33048_118709279,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33088_222780961,81,四川,0817,南充,0.0,11,0,10,20180221
460_01_33107_120325408,81,四川,0816,绵阳,0.0,18,0,17,20180221
460_01_33222_124331808,81,四川,0827,巴中,0.0217,46,1,11,20180221
460_01_33238_223619617,81,四川,0826,广安,0.0,10,0,22,20180221
460_01_33029_117476385,81,四川,028,成都,0.0,19,0,22,20180221
460_01_33089_222812705,81,四川,0817,南充,0.0,18,0,22,20180221
460_01_33091_119939615,81,四川,0817,南充,0.0179,56,1,21,20180221
460_01_33105_84914209,81,四川,0816,绵阳,0.0,15,0,21,20180221
460_01_33147_121336883,81,四川,0818,达州,0.3333,18,4,15,20180221
460_01_33200_123400754,81,四川,0832,内江,0.0,44,0,16,20180221
460_01_33220_124220704,81,四川,0827,巴中,0.0,29,0,12,20180221
460_01_33246_125259552,81,四川,0825,遂宁,0.0,7,0,20,20180221
460_01_33277_123206194,81,四川,0813,自贡,0.0,19,0,10,20180221
460_01_33091_88008451,81,四川,0817,南充,0.0,14,0,16,20180221
460_01_33104_83914625,81,四川,0816,绵阳,0.0,9,0,16,20180221
460_01_33125_121045298,81,四川,0831,宜宾,0.0556,18,1,13,20180221
460_01_33181_122639904,81,四川,0838,德阳,0.0,11,0,18,20180221
460_01_33192_122800672,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33202_123506737,81,四川,0832,内江,0.0,21,0,13,20180221
460_01_33216_124161313,81,四川,0812,攀枝花,0.0,8,0,21,20180221
460_01_33221_124439841,81,四川,0827,巴中,0.0789,38,3,21,20180221
460_01_33246_125288735,81,四川,0825,遂宁,0.0196,102,2,20,20180221
460_01_33032_117510689,81,四川,028,成都,0.0,10,0,17,20180221
460_01_33088_119582242,81,四川,0817,南充,0.0556,36,2,15,20180221
460_01_33094_120022560,81,四川,0817,南充,0.0247,81,2,11,20180221
460_01_33147_121413664,81,四川,0818,达州,0.1429,7,1,16,20180221
460_01_33150_121275168,81,四川,0818,达州,0.0,10,0,22,20180221
460_01_33169_122043953,81,四川,0830,泸州,0.0,80,0,17,20180221
460_01_33250_125510944,81,四川,0834,凉山彝族自治州,0.0,54,0,16,20180221
460_01_33251_125493536,81,四川,0834,凉山彝族自治州,0.0,24,0,21,20180221
460_01_33192_122695968,81,四川,028,成都,0.0,8,0,22,20180221
460_01_33192_122762783,81,四川,028,成都,0.0,52,0,16,20180221
460_01_33216_124008736,81,四川,0812,攀枝花,0.0,7,0,09,20180221
460_01_33238_223642655,81,四川,0826,广安,0.0541,37,2,19,20180221
460_01_33245_125174047,81,四川,0825,遂宁,0.0,22,0,20,20180221
460_01_33250_125514528,81,四川,0834,凉山彝族自治州,0.0,7,0,19,20180221
460_01_33063_119086624,81,四川,028,成都,0.0,7,0,08,20180221
460_01_33107_120404512,81,四川,0816,绵阳,0.0,10,0,11,20180221
460_01_33146_121434400,81,四川,0818,达州,0.0,10,0,13,20180221
460_01_33029_119511327,81,四川,028,成都,0.0,8,0,11,20180221
460_01_33041_117797921,81,四川,028,成都,0.0,28,0,08,20180221
460_01_33123_120640051,81,四川,0831,宜宾,0.0,19,0,21,20180221
460_01_33249_125361697,81,四川,0825,遂宁,0.0,21,0,18,20180221
460_01_45715_123537713,81,四川,0832,内江,0.0,20,0,09,20180221
460_01_45717_123592243,81,四川,0832,内江,0.0,6,0,08,20180221
460_01_33222_124307231,81,四川,0827,巴中,0.0,26,0,17,20180221
460_01_33192_122778143,81,四川,028,成都,0.1429,7,1,09,20180221
460_01_33220_124199457,81,四川,0827,巴中,0.0122,82,1,23,20180221
460_01_33246_125288737,81,四川,0825,遂宁,0.0077,130,1,11,20180221
460_01_33275_241175938,81,四川,0813,自贡,0.0,12,0,15,20180221
460_01_45685_122123314,81,四川,0830,泸州,0.0,16,0,09,20180221
460_01_33027_244432159,81,四川,028,成都,0.0,11,0,22,20180221
460_01_33038_245660194,81,四川,028,成都,0.0,10,0,16,20180221
460_01_33051_117793025,81,四川,028,成都,0.0,17,0,22,20180221
460_01_33063_119058209,81,四川,028,成都,0.2222,9,1,17,20180221
460_01_33088_119571232,81,四川,0817,南充,0.0625,16,1,23,20180221
460_01_33181_122528033,81,四川,0838,德阳,0.0,9,0,18,20180221
460_01_33190_122945312,81,四川,028,资阳,0.0,6,0,22,20180221
460_01_33228_124506399,81,四川,028,眉山,0.0,6,0,19,20180221
460_01_33037_118255647,81,四川,028,成都,0.0,29,0,11,20180221
460_01_33146_121377568,81,四川,0818,达州,0.0,25,0,21,20180221
460_01_33212_223402784,81,四川,0839,广元,0.1429,14,2,14,20180221
460_01_45717_123567153,81,四川,0832,内江,0.0,5,0,21,20180221
460_01_45746_124794399,81,四川,0826,广安,0.0426,47,2,14,20180221
460_01_45731_124094498,81,四川,0812,攀枝花,0.0714,14,1,21,20180221
460_01_33051_245437442,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33088_222782753,81,四川,0817,南充,0.0,33,0,14,20180221
460_01_33147_121481011,81,四川,0818,达州,0.0,74,0,16,20180221
460_01_33150_223128863,81,四川,0818,达州,0.0449,89,3,13,20180221
460_01_33189_122868256,81,四川,028,资阳,0.125,8,1,14,20180221
460_01_33220_124229666,81,四川,0827,巴中,0.0147,68,1,05,20180221
460_01_33220_124408868,81,四川,0827,巴中,0.0,49,0,11,20180221
460_01_33227_124588831,81,四川,028,眉山,0.0,10,0,11,20180221
460_01_33230_124696352,81,四川,028,眉山,0.0,28,0,23,20180221
460_01_33124_120739377,81,四川,0831,宜宾,0.0649,154,4,21,20180221
460_01_33127_120597553,81,四川,0831,宜宾,0.0,17,0,18,20180221
460_01_33134_120838194,81,四川,0831,宜宾,0.0,5,0,19,20180221
460_01_33134_120900147,81,四川,0831,宜宾,0.0,6,0,16,20180221
460_01_33147_223063602,81,四川,0818,达州,0.0,8,0,23,20180221
460_01_33167_121951027,81,四川,0830,泸州,0.0,13,0,20,20180221
460_01_33240_125136159,81,四川,0835,雅安,0.0,6,0,17,20180221
460_01_33246_223899167,81,四川,0825,遂宁,0.1429,14,2,20,20180221
460_01_33251_125557792,81,四川,0834,凉山彝族自治州,0.0,19,0,22,20180221
460_01_33088_119572769,81,四川,0817,南充,0.0,8,0,22,20180221
